video_id,youtube_url,category_1,category_2,rank,task_id,status,error
YxjTyBL92K4,https://www.youtube.com/watch?v=YxjTyBL92K4,Arts and Entertainment,Carnivals Circuses and Theme Parks,37,43824,ok,
35e81nVK2mM,https://www.youtube.com/watch?v=35e81nVK2mM,Arts and Entertainment,Music,37,67557,ok,
b7c_SO68WSE,https://www.youtube.com/watch?v=b7c_SO68WSE,Arts and Entertainment,Music,16,9761,ok,
_DSjN7UFBOI,https://www.youtube.com/watch?v=_DSjN7UFBOI,Arts and Entertainment,Books,16,107853,ok,
HIcUBJrtKTg,https://www.youtube.com/watch?v=HIcUBJrtKTg,Arts and Entertainment,Music,58,43003,ok,
DuNWjrb4ogg,https://www.youtube.com/watch?v=DuNWjrb4ogg,Arts and Entertainment,Music,10,25349,ok,
Zx4hytpcP6g,https://www.youtube.com/watch?v=Zx4hytpcP6g,Arts and Entertainment,Music,21,83581,failed,ERROR: [youtube] Zx4hytpcP6g: Video unavailable
ode3u462TcY,https://www.youtube.com/watch?v=ode3u462TcY,Arts and Entertainment,Books,22,30994,ok,
lgM9wu3MaD0,https://www.youtube.com/watch?v=lgM9wu3MaD0,Arts and Entertainment,Music,3,199,ok,
vNEiYzQA-ew,https://www.youtube.com/watch?v=vNEiYzQA-ew,Arts and Entertainment,Music,111,67557,ok,
X1ZPjO4tpn0,https://www.youtube.com/watch?v=X1ZPjO4tpn0,Arts and Entertainment,Music,130,49312,ok,
pllFa1g7SVg,https://www.youtube.com/watch?v=pllFa1g7SVg,Arts and Entertainment,Music,77,50531,ok,
jlI4tj-TpF8,https://www.youtube.com/watch?v=jlI4tj-TpF8,Arts and Entertainment,Music,117,99856,ok,
LLNutR8o2q0,https://www.youtube.com/watch?v=LLNutR8o2q0,Arts and Entertainment,Music,115,105241,ok,
5613kLyL0DA,https://www.youtube.com/watch?v=5613kLyL0DA,Arts and Entertainment,Costumes,102,113375,ok,
-VlP2IA3gIA,https://www.youtube.com/watch?v=-VlP2IA3gIA,Arts and Entertainment,Music,42,65428,ok,
q7CAPS-N8mI,https://www.youtube.com/watch?v=q7CAPS-N8mI,Arts and Entertainment,Music,76,77978,ok,
hWo0MEljFPA,https://www.youtube.com/watch?v=hWo0MEljFPA,Arts and Entertainment,Music,82,9037,ok,
Qxm3QunDjUs,https://www.youtube.com/watch?v=Qxm3QunDjUs,Arts and Entertainment,Music,52,43037,ok,
jBtZaHJLvKk,https://www.youtube.com/watch?v=jBtZaHJLvKk,Arts and Entertainment,Music,101,50520,ok,
Ye0ZyOwEAjY,https://www.youtube.com/watch?v=Ye0ZyOwEAjY,Arts and Entertainment,Music,99,83605,ok,
qcll2sV49RY,https://www.youtube.com/watch?v=qcll2sV49RY,Arts and Entertainment,Music,43,50523,failed,ERROR: [youtube] qcll2sV49RY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
GGIy5nsdGnM,https://www.youtube.com/watch?v=GGIy5nsdGnM,Arts and Entertainment,Costumes,38,43999,ok,
mpELe74HQdc,https://www.youtube.com/watch?v=mpELe74HQdc,Arts and Entertainment,Music,42,9761,ok,
_a6ewQTMb5M,https://www.youtube.com/watch?v=_a6ewQTMb5M,Arts and Entertainment,Music,40,80941,ok,
4KcQEJZYJB0,https://www.youtube.com/watch?v=4KcQEJZYJB0,Arts and Entertainment,Music,137,80078,ok,
2MxUVMynhe8,https://www.youtube.com/watch?v=2MxUVMynhe8,Arts and Entertainment,Music,58,12171,failed,ERROR: [youtube] 2MxUVMynhe8: Video unavailable
f7FNZ00cMHY,https://www.youtube.com/watch?v=f7FNZ00cMHY,Arts and Entertainment,Music,131,75176,ok,
ZMyH5yn-Xqc,https://www.youtube.com/watch?v=ZMyH5yn-Xqc,Arts and Entertainment,Music,16,101931,ok,
GIwl3eQhSGI,https://www.youtube.com/watch?v=GIwl3eQhSGI,Arts and Entertainment,Music,128,105241,failed,ERROR: [youtube] GIwl3eQhSGI: Video unavailable
-5n-7PMJosI,https://www.youtube.com/watch?v=-5n-7PMJosI,Arts and Entertainment,Music,163,80084,ok,
WLAIgqVDuyo,https://www.youtube.com/watch?v=WLAIgqVDuyo,Arts and Entertainment,Music,115,25362,ok,
Sk4R5WvkgWc,https://www.youtube.com/watch?v=Sk4R5WvkgWc,Arts and Entertainment,Music,34,80940,ok,
Pd03CvbSauc,https://www.youtube.com/watch?v=Pd03CvbSauc,Arts and Entertainment,Costumes,17,37366,ok,
uYxe1OJtvxQ,https://www.youtube.com/watch?v=uYxe1OJtvxQ,Arts and Entertainment,Music,47,75189,ok,
zjyQ43qs3GU,https://www.youtube.com/watch?v=zjyQ43qs3GU,Arts and Entertainment,Music,88,50498,ok,
5rvXK7EiUKc,https://www.youtube.com/watch?v=5rvXK7EiUKc,Arts and Entertainment,Music,10,96185,ok,
5Ji-bmBjCgQ,https://www.youtube.com/watch?v=5Ji-bmBjCgQ,Arts and Entertainment,Music,92,80941,failed,ERROR: [youtube] 5Ji-bmBjCgQ: Video unavailable
khTTl3e9_2I,https://www.youtube.com/watch?v=khTTl3e9_2I,Arts and Entertainment,Books,144,25061,failed,ERROR: [youtube] khTTl3e9_2I: This video is not available
cEIVs8nhXaw,https://www.youtube.com/watch?v=cEIVs8nhXaw,Arts and Entertainment,Music,153,65430,failed,ERROR: [youtube] cEIVs8nhXaw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
CuSkyqGdWWk,https://www.youtube.com/watch?v=CuSkyqGdWWk,Arts and Entertainment,Costumes,97,43999,ok,
AFGMjzkcb-U,https://www.youtube.com/watch?v=AFGMjzkcb-U,Arts and Entertainment,Books,99,23143,ok,
DhaOFNnOC8o,https://www.youtube.com/watch?v=DhaOFNnOC8o,Arts and Entertainment,Music,9,25362,ok,
dEJoygskkHM,https://www.youtube.com/watch?v=dEJoygskkHM,Arts and Entertainment,Carnivals Circuses and Theme Parks,160,43824,failed,ERROR: [youtube] dEJoygskkHM: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
8WAXgVdfufQ,https://www.youtube.com/watch?v=8WAXgVdfufQ,Arts and Entertainment,Costumes,75,24294,failed,ERROR: [youtube] 8WAXgVdfufQ: Video unavailable
39A41iaE55M,https://www.youtube.com/watch?v=39A41iaE55M,Arts and Entertainment,Music,41,50529,ok,
ooVdswSER2Q,https://www.youtube.com/watch?v=ooVdswSER2Q,Arts and Entertainment,Music,117,83583,ok,
OWV3xr8tNjY,https://www.youtube.com/watch?v=OWV3xr8tNjY,Arts and Entertainment,Music,123,42995,ok,
jtR16_OnXr8,https://www.youtube.com/watch?v=jtR16_OnXr8,Arts and Entertainment,Costumes,14,44026,ok,
-jcgptGAKy4,https://www.youtube.com/watch?v=-jcgptGAKy4,Arts and Entertainment,Movies,109,14438,failed,ERROR: [youtube] -jcgptGAKy4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
9RtQ2aar_bc,https://www.youtube.com/watch?v=9RtQ2aar_bc,Arts and Entertainment,Music,103,25361,ok,
Q2sMzev_5jM,https://www.youtube.com/watch?v=Q2sMzev_5jM,Arts and Entertainment,Costumes,135,24294,ok,
6-WYupuDRWg,https://www.youtube.com/watch?v=6-WYupuDRWg,Arts and Entertainment,Music,137,50504,ok,
RLX1E5rV2L0,https://www.youtube.com/watch?v=RLX1E5rV2L0,Arts and Entertainment,Carnivals Circuses and Theme Parks,101,33155,ok,
RH8BtXXDNy0,https://www.youtube.com/watch?v=RH8BtXXDNy0,Arts and Entertainment,Music,18,42995,ok,
8PuNGD1pTd0,https://www.youtube.com/watch?v=8PuNGD1pTd0,Arts and Entertainment,Music,140,77978,ok,
Vthi8YHaoM0,https://www.youtube.com/watch?v=Vthi8YHaoM0,Arts and Entertainment,Music,126,82226,ok,
PrvMRzk0-3M,https://www.youtube.com/watch?v=PrvMRzk0-3M,Arts and Entertainment,Music,32,83581,ok,
C0YAGZ67iG4,https://www.youtube.com/watch?v=C0YAGZ67iG4,Arts and Entertainment,Books,19,107854,ok,
iBPKAd49tlA,https://www.youtube.com/watch?v=iBPKAd49tlA,Arts and Entertainment,Music,134,50844,ok,
DhW7O-4Zm7o,https://www.youtube.com/watch?v=DhW7O-4Zm7o,Arts and Entertainment,Music,155,105313,ok,
QRA38cZMIJk,https://www.youtube.com/watch?v=QRA38cZMIJk,Arts and Entertainment,Music,120,47063,ok,
5JV7CpniBtU,https://www.youtube.com/watch?v=5JV7CpniBtU,Arts and Entertainment,Music,155,117054,failed,ERROR: [youtube] 5JV7CpniBtU: Video unavailable
B9qr34kOHME,https://www.youtube.com/watch?v=B9qr34kOHME,Arts and Entertainment,Music,16,52978,ok,
6OeR6PZlOLY,https://www.youtube.com/watch?v=6OeR6PZlOLY,Arts and Entertainment,Music,123,83622,ok,
L3TLevMJsLU,https://www.youtube.com/watch?v=L3TLevMJsLU,Arts and Entertainment,Music,11,43030,ok,
vYt0Aa3J9bg,https://www.youtube.com/watch?v=vYt0Aa3J9bg,Arts and Entertainment,Music,157,67557,ok,
0Fb0Qe2Mziw,https://www.youtube.com/watch?v=0Fb0Qe2Mziw,Arts and Entertainment,Music,87,117054,failed,ERROR: [youtube] 0Fb0Qe2Mziw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
eJpZrM1_xxo,https://www.youtube.com/watch?v=eJpZrM1_xxo,Arts and Entertainment,Music,19,50529,ok,
dyu0uylL9jc,https://www.youtube.com/watch?v=dyu0uylL9jc,Arts and Entertainment,Music,101,50505,ok,
HdAyG6P1Hyk,https://www.youtube.com/watch?v=HdAyG6P1Hyk,Arts and Entertainment,Music,163,49327,ok,
1o63mCro0g4,https://www.youtube.com/watch?v=1o63mCro0g4,Arts and Entertainment,Music,169,65431,ok,
wyMj4RSNXRY,https://www.youtube.com/watch?v=wyMj4RSNXRY,Arts and Entertainment,Costumes,133,99074,ok,
aY-Y-HENZbo,https://www.youtube.com/watch?v=aY-Y-HENZbo,Arts and Entertainment,Music,101,96181,ok,
z6D04hkb0V4,https://www.youtube.com/watch?v=z6D04hkb0V4,Arts and Entertainment,Costumes,152,99062,ok,
GmSUj_wzR5w,https://www.youtube.com/watch?v=GmSUj_wzR5w,Arts and Entertainment,Music,63,99856,ok,
HctL3JbP7yg,https://www.youtube.com/watch?v=HctL3JbP7yg,Arts and Entertainment,Music,34,43003,failed,ERROR: [youtube] HctL3JbP7yg: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
fylaNnFOtec,https://www.youtube.com/watch?v=fylaNnFOtec,Arts and Entertainment,Music,136,47063,ok,
3uNRRVw3iYk,https://www.youtube.com/watch?v=3uNRRVw3iYk,Arts and Entertainment,Music,22,105231,ok,
1V8banCl7Sw,https://www.youtube.com/watch?v=1V8banCl7Sw,Arts and Entertainment,Music,115,83698,ok,
my_IV5M4IjY,https://www.youtube.com/watch?v=my_IV5M4IjY,Arts and Entertainment,Music,73,47052,ok,
tyThpCdpzEY,https://www.youtube.com/watch?v=tyThpCdpzEY,Arts and Entertainment,Books,4,30994,failed,ERROR: [youtube] tyThpCdpzEY: Video unavailable
M93N_gWWCac,https://www.youtube.com/watch?v=M93N_gWWCac,Arts and Entertainment,Music,36,83580,ok,
p8vNmTdedxs,https://www.youtube.com/watch?v=p8vNmTdedxs,Arts and Entertainment,Costumes,132,24294,failed,ERROR: [youtube] p8vNmTdedxs: Video unavailable
Y4mDMeB00CY,https://www.youtube.com/watch?v=Y4mDMeB00CY,Arts and Entertainment,Music,3,75190,failed,ERROR: [youtube] Y4mDMeB00CY: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
cMCuHeqXwdU,https://www.youtube.com/watch?v=cMCuHeqXwdU,Arts and Entertainment,Music,158,82227,failed,ERROR: [youtube] cMCuHeqXwdU: Video unavailable
D0G_iTF8eXY,https://www.youtube.com/watch?v=D0G_iTF8eXY,Arts and Entertainment,Books,2,25087,failed,ERROR: [youtube] D0G_iTF8eXY: Video unavailable
_gUIXVTreBw,https://www.youtube.com/watch?v=_gUIXVTreBw,Arts and Entertainment,Music,124,83605,ok,
gxGUkFrIxW4,https://www.youtube.com/watch?v=gxGUkFrIxW4,Arts and Entertainment,Music,84,117054,ok,
6N9IQVdl_CI,https://www.youtube.com/watch?v=6N9IQVdl_CI,Arts and Entertainment,Music,9,49311,ok,
fo8zhjiBvT0,https://www.youtube.com/watch?v=fo8zhjiBvT0,Arts and Entertainment,Music,25,25340,ok,
1Wzf4V1KBug,https://www.youtube.com/watch?v=1Wzf4V1KBug,Arts and Entertainment,Music,54,65431,failed,ERROR: [youtube] 1Wzf4V1KBug: Video unavailable
3SV08Op5-mQ,https://www.youtube.com/watch?v=3SV08Op5-mQ,Arts and Entertainment,Performing Arts,22,113445,ok,
HACkkdv4-SU,https://www.youtube.com/watch?v=HACkkdv4-SU,Arts and Entertainment,Music,185,96192,ok,
elEvBaomRKA,https://www.youtube.com/watch?v=elEvBaomRKA,Arts and Entertainment,Performing Arts,39,12748,ok,
T46ydyUq8WQ,https://www.youtube.com/watch?v=T46ydyUq8WQ,Arts and Entertainment,Music,100,80107,ok,
48CzYuYZO5Y,https://www.youtube.com/watch?v=48CzYuYZO5Y,Arts and Entertainment,Costumes,13,99074,ok,
ME-1oZEV-rU,https://www.youtube.com/watch?v=ME-1oZEV-rU,Arts and Entertainment,Books,15,10600,ok,
OunnsQ6EgfE,https://www.youtube.com/watch?v=OunnsQ6EgfE,Arts and Entertainment,Costumes,109,37397,failed,ERROR: [youtube] OunnsQ6EgfE: Video unavailable
kp9j0NYJqkw,https://www.youtube.com/watch?v=kp9j0NYJqkw,Arts and Entertainment,Music,174,80941,ok,
6FgC2sbymFA,https://www.youtube.com/watch?v=6FgC2sbymFA,Arts and Entertainment,Music,106,25361,failed,ERROR: [youtube] 6FgC2sbymFA: Video unavailable
Ennvmah1PEQ,https://www.youtube.com/watch?v=Ennvmah1PEQ,Arts and Entertainment,Performing Arts,48,30777,ok,
epjmRTCur60,https://www.youtube.com/watch?v=epjmRTCur60,Arts and Entertainment,Music,125,47061,ok,
TocqyGYmyfs,https://www.youtube.com/watch?v=TocqyGYmyfs,Arts and Entertainment,Books,103,107854,ok,
stbVt4GqBa0,https://www.youtube.com/watch?v=stbVt4GqBa0,Arts and Entertainment,Costumes,75,48325,ok,
H2mfdB_lQK4,https://www.youtube.com/watch?v=H2mfdB_lQK4,Arts and Entertainment,Performing Arts,135,30777,ok,
iAt4SubKx6k,https://www.youtube.com/watch?v=iAt4SubKx6k,Arts and Entertainment,Music,174,136,ok,
whB2Sro6lKo,https://www.youtube.com/watch?v=whB2Sro6lKo,Arts and Entertainment,Music,59,25340,ok,
0Ya5CTI8_ao,https://www.youtube.com/watch?v=0Ya5CTI8_ao,Arts and Entertainment,Cosplay and Role Playing,164,34053,ok,
HJVLLAhMblM,https://www.youtube.com/watch?v=HJVLLAhMblM,Arts and Entertainment,Music,168,83583,ok,
nff4vH_PaDU,https://www.youtube.com/watch?v=nff4vH_PaDU,Arts and Entertainment,Music,143,57337,ok,
ndAKxW-ECAk,https://www.youtube.com/watch?v=ndAKxW-ECAk,Arts and Entertainment,Music,160,57337,ok,
2oy3lf0__to,https://www.youtube.com/watch?v=2oy3lf0__to,Arts and Entertainment,Music,54,115236,ok,
_cqIYSrVIG8,https://www.youtube.com/watch?v=_cqIYSrVIG8,Arts and Entertainment,Music,49,50504,ok,
rwtyZhCjfy4,https://www.youtube.com/watch?v=rwtyZhCjfy4,Arts and Entertainment,Costumes,24,5014,ok,
xybCYaHfNmk,https://www.youtube.com/watch?v=xybCYaHfNmk,Arts and Entertainment,Music,97,25351,ok,
pKC2mKFsKmA,https://www.youtube.com/watch?v=pKC2mKFsKmA,Arts and Entertainment,Music,171,80084,ok,
6JLuL8e-WYY,https://www.youtube.com/watch?v=6JLuL8e-WYY,Arts and Entertainment,Music,47,117054,ok,
nHp4139fYac,https://www.youtube.com/watch?v=nHp4139fYac,Arts and Entertainment,Costumes,40,113375,failed,ERROR: [youtube] nHp4139fYac: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
NZh245Qcp2k,https://www.youtube.com/watch?v=NZh245Qcp2k,Arts and Entertainment,Music,1,65501,ok,
JcorKEGAJxU,https://www.youtube.com/watch?v=JcorKEGAJxU,Arts and Entertainment,Music,19,83686,ok,
YKuPwUyR57o,https://www.youtube.com/watch?v=YKuPwUyR57o,Arts and Entertainment,Music,75,83583,ok,
Tt9biB4I3i8,https://www.youtube.com/watch?v=Tt9biB4I3i8,Arts and Entertainment,Books,173,25067,ok,
jfRw0BZfXAc,https://www.youtube.com/watch?v=jfRw0BZfXAc,Arts and Entertainment,Music,129,82226,ok,
mayj-WtdyqU,https://www.youtube.com/watch?v=mayj-WtdyqU,Arts and Entertainment,Costumes,89,37363,ok,
a07Xg5hghFw,https://www.youtube.com/watch?v=a07Xg5hghFw,Arts and Entertainment,Carnivals Circuses and Theme Parks,25,33155,ok,
lyY4OUZfAsI,https://www.youtube.com/watch?v=lyY4OUZfAsI,Arts and Entertainment,Music,52,50523,ok,
59opLZD-tbs,https://www.youtube.com/watch?v=59opLZD-tbs,Arts and Entertainment,Books,143,23146,failed,ERROR: [youtube] 59opLZD-tbs: Video unavailable
xE5-wf8x3lQ,https://www.youtube.com/watch?v=xE5-wf8x3lQ,Arts and Entertainment,Music,168,77978,ok,
vtrs8_3GjC4,https://www.youtube.com/watch?v=vtrs8_3GjC4,Arts and Entertainment,Music,28,83622,ok,
KnaHIj9kRkk,https://www.youtube.com/watch?v=KnaHIj9kRkk,Arts and Entertainment,Books,150,25060,ok,
RfD6Jq_bqwM,https://www.youtube.com/watch?v=RfD6Jq_bqwM,Arts and Entertainment,Music,147,57281,failed,ERROR: [youtube] RfD6Jq_bqwM: Video unavailable
3W2OasvWvEc,https://www.youtube.com/watch?v=3W2OasvWvEc,Arts and Entertainment,Music,172,96185,ok,
7cfA6VZ8C28,https://www.youtube.com/watch?v=7cfA6VZ8C28,Arts and Entertainment,Books,22,107853,ok,
aLg2BS7xibE,https://www.youtube.com/watch?v=aLg2BS7xibE,Arts and Entertainment,Exhibited Arts,3,118580,ok,
AcUIa-eDQFM,https://www.youtube.com/watch?v=AcUIa-eDQFM,Arts and Entertainment,Music,7,50523,ok,
2xSLAvZFFZ4,https://www.youtube.com/watch?v=2xSLAvZFFZ4,Arts and Entertainment,Books,5,25076,failed,ERROR: [youtube] 2xSLAvZFFZ4: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
AOx8FX_X5PU,https://www.youtube.com/watch?v=AOx8FX_X5PU,Arts and Entertainment,Music,19,105351,ok,
dOQsDlcjJVQ,https://www.youtube.com/watch?v=dOQsDlcjJVQ,Arts and Entertainment,Performing Arts,53,30777,ok,
ctAkq-_4N3I,https://www.youtube.com/watch?v=ctAkq-_4N3I,Arts and Entertainment,Music,159,49327,ok,
_BakiQfLZ84,https://www.youtube.com/watch?v=_BakiQfLZ84,Arts and Entertainment,Music,13,9037,failed,ERROR: [youtube] _BakiQfLZ84: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
pfrbmPQgp4s,https://www.youtube.com/watch?v=pfrbmPQgp4s,Arts and Entertainment,Music,33,80105,ok,
DrEMv6QCUzI,https://www.youtube.com/watch?v=DrEMv6QCUzI,Arts and Entertainment,Music,125,80936,ok,
gVqjfKmwP6o,https://www.youtube.com/watch?v=gVqjfKmwP6o,Arts and Entertainment,Performing Arts,146,48627,ok,
AifIaePOaiw,https://www.youtube.com/watch?v=AifIaePOaiw,Arts and Entertainment,Music,56,105231,ok,
RGEADurGjZk,https://www.youtube.com/watch?v=RGEADurGjZk,Arts and Entertainment,Music,94,65430,ok,
tubTieBdBmY,https://www.youtube.com/watch?v=tubTieBdBmY,Arts and Entertainment,Music,108,75176,ok,
aiO7VHUjNRY,https://www.youtube.com/watch?v=aiO7VHUjNRY,Arts and Entertainment,Music,15,105231,ok,
wfCgQi8g8ao,https://www.youtube.com/watch?v=wfCgQi8g8ao,Arts and Entertainment,Music,90,83605,ok,
7B2FTbEaUlo,https://www.youtube.com/watch?v=7B2FTbEaUlo,Arts and Entertainment,Music,66,57281,ok,
xij0ADDDSTc,https://www.youtube.com/watch?v=xij0ADDDSTc,Arts and Entertainment,Cosplay and Role Playing,9,34053,ok,
e5Ye2iY4X08,https://www.youtube.com/watch?v=e5Ye2iY4X08,Arts and Entertainment,Music,96,96181,ok,
EXxD8WfnXeE,https://www.youtube.com/watch?v=EXxD8WfnXeE,Arts and Entertainment,Music,63,117053,ok,
j-L0Dujv0b8,https://www.youtube.com/watch?v=j-L0Dujv0b8,Arts and Entertainment,Music,24,75190,ok,
DUHrm-mN36w,https://www.youtube.com/watch?v=DUHrm-mN36w,Arts and Entertainment,Music,12,66059,ok,
QUFkGJ14T_k,https://www.youtube.com/watch?v=QUFkGJ14T_k,Arts and Entertainment,Music,141,75189,ok,
AsX45U9GM14,https://www.youtube.com/watch?v=AsX45U9GM14,Arts and Entertainment,Music,103,50520,ok,
VtuUqxfl-AI,https://www.youtube.com/watch?v=VtuUqxfl-AI,Arts and Entertainment,Books,29,107854,failed,ERROR: [youtube] VtuUqxfl-AI: Video unavailable
hOkZH0t4HCs,https://www.youtube.com/watch?v=hOkZH0t4HCs,Arts and Entertainment,Carnivals Circuses and Theme Parks,110,43824,ok,
N0NoXPmC3qA,https://www.youtube.com/watch?v=N0NoXPmC3qA,Arts and Entertainment,Books,71,107853,ok,
Dl_oSIC13G8,https://www.youtube.com/watch?v=Dl_oSIC13G8,Arts and Entertainment,Music,14,117053,ok,
dZPAj9ofbbQ,https://www.youtube.com/watch?v=dZPAj9ofbbQ,Arts and Entertainment,Music,7,81321,ok,
SPvyh9Zp4Qw,https://www.youtube.com/watch?v=SPvyh9Zp4Qw,Arts and Entertainment,Books,95,107853,ok,
8_0NnPgvi4E,https://www.youtube.com/watch?v=8_0NnPgvi4E,Arts and Entertainment,Music,117,83698,ok,
zPslzH6Y11Y,https://www.youtube.com/watch?v=zPslzH6Y11Y,Arts and Entertainment,Movies,2,1687,ok,
1Rr4d3uvc0M,https://www.youtube.com/watch?v=1Rr4d3uvc0M,Arts and Entertainment,Music,80,80105,ok,
SW79qeBPuH4,https://www.youtube.com/watch?v=SW79qeBPuH4,Arts and Entertainment,Books,165,25061,ok,
mjX2V3bqoX4,https://www.youtube.com/watch?v=mjX2V3bqoX4,Arts and Entertainment,Music,52,99858,ok,
3anZYnSwI6Q,https://www.youtube.com/watch?v=3anZYnSwI6Q,Arts and Entertainment,Music,140,145,ok,
e-wR4zePuEY,https://www.youtube.com/watch?v=e-wR4zePuEY,Arts and Entertainment,Costumes,84,38141,failed,ERROR: [youtube] e-wR4zePuEY: Video unavailable
L-VRn4sMX40,https://www.youtube.com/watch?v=L-VRn4sMX40,Arts and Entertainment,Movies,150,1687,ok,
AoXjvsf6bzw,https://www.youtube.com/watch?v=AoXjvsf6bzw,Arts and Entertainment,Music,129,49312,ok,
pd1dJqMGwtc,https://www.youtube.com/watch?v=pd1dJqMGwtc,Arts and Entertainment,Music,42,80940,ok,
DRGyuH2lk9c,https://www.youtube.com/watch?v=DRGyuH2lk9c,Arts and Entertainment,Music,54,83581,ok,
5fw2hWRVpDE,https://www.youtube.com/watch?v=5fw2hWRVpDE,Arts and Entertainment,Music,48,9761,ok,
LjV7XLOBDm4,https://www.youtube.com/watch?v=LjV7XLOBDm4,Arts and Entertainment,Music,167,105313,ok,
nkXS-O4U1gk,https://www.youtube.com/watch?v=nkXS-O4U1gk,Arts and Entertainment,Music,79,83699,ok,
R2sNd1Y29UQ,https://www.youtube.com/watch?v=R2sNd1Y29UQ,Arts and Entertainment,Music,64,82227,ok,
AaVx2lFohWw,https://www.youtube.com/watch?v=AaVx2lFohWw,Arts and Entertainment,Music,140,83622,ok,
onexdpCzKOc,https://www.youtube.com/watch?v=onexdpCzKOc,Arts and Entertainment,Costumes,58,21763,ok,
UNQlyAVWfQs,https://www.youtube.com/watch?v=UNQlyAVWfQs,Arts and Entertainment,Music,114,57281,ok,
dicJu_kOWHU,https://www.youtube.com/watch?v=dicJu_kOWHU,Arts and Entertainment,Music,132,105351,failed,ERROR: [youtube] dicJu_kOWHU: Video unavailable
0BLn7mp6lwc,https://www.youtube.com/watch?v=0BLn7mp6lwc,Arts and Entertainment,Music,35,80078,ok,
jRGVohv9hok,https://www.youtube.com/watch?v=jRGVohv9hok,Arts and Entertainment,Music,154,96192,ok,
1AsC-Qaym0I,https://www.youtube.com/watch?v=1AsC-Qaym0I,Arts and Entertainment,Music,129,25362,ok,
uoQslFkpgrM,https://www.youtube.com/watch?v=uoQslFkpgrM,Arts and Entertainment,Costumes,108,24294,ok,
aq48NXxg8UQ,https://www.youtube.com/watch?v=aq48NXxg8UQ,Arts and Entertainment,Music,113,105313,ok,
4Zumb2_hdT8,https://www.youtube.com/watch?v=4Zumb2_hdT8,Arts and Entertainment,Music,35,115248,ok,
1LBMkn6tSrc,https://www.youtube.com/watch?v=1LBMkn6tSrc,Arts and Entertainment,Music,151,66059,ok,
ndlP9gnGwyw,https://www.youtube.com/watch?v=ndlP9gnGwyw,Arts and Entertainment,Exhibited Arts,137,118580,ok,
uWo8egQV39Q,https://www.youtube.com/watch?v=uWo8egQV39Q,Arts and Entertainment,Music,11,25362,failed,ERROR: [youtube] uWo8egQV39Q: Video unavailable
TVO1nZr-e50,https://www.youtube.com/watch?v=TVO1nZr-e50,Arts and Entertainment,Music,7,65434,ok,
2LQxxgFM6uI,https://www.youtube.com/watch?v=2LQxxgFM6uI,Arts and Entertainment,Books,92,25067,ok,
wf73vgBrfao,https://www.youtube.com/watch?v=wf73vgBrfao,Arts and Entertainment,Music,86,96181,ok,
pI6gEBsu9nk,https://www.youtube.com/watch?v=pI6gEBsu9nk,Arts and Entertainment,Music,97,105231,ok,
