video_id,youtube_url,category_1,category_2,label,embedding_path,status,error
_cqIYSrVIG8,https://www.youtube.com/watch?v=_cqIYSrVIG8,Arts and Entertainment,Music,music,/content/embeddings/music/_cqIYSrVIG8.pt,ok,
rwtyZhCjfy4,https://www.youtube.com/watch?v=rwtyZhCjfy4,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/rwtyZhCjfy4.pt,ok,
xybCYaHfNmk,https://www.youtube.com/watch?v=xybCYaHfNmk,Arts and Entertainment,Music,music,/content/embeddings/music/xybCYaHfNmk.pt,ok,
pKC2mKFsKmA,https://www.youtube.com/watch?v=pKC2mKFsKmA,Arts and Entertainment,Music,music,/content/embeddings/music/pKC2mKFsKmA.pt,ok,
6JLuL8e-WYY,https://www.youtube.com/watch?v=6JLuL8e-WYY,Arts and Entertainment,Music,music,/content/embeddings/music/6JLuL8e-WYY.pt,ok,
NZh245Qcp2k,https://www.youtube.com/watch?v=NZh245Qcp2k,Arts and Entertainment,Music,music,/content/embeddings/music/NZh245Qcp2k.pt,ok,
JcorKEGAJxU,https://www.youtube.com/watch?v=JcorKEGAJxU,Arts and Entertainment,Music,music,/content/embeddings/music/JcorKEGAJxU.pt,ok,
YKuPwUyR57o,https://www.youtube.com/watch?v=YKuPwUyR57o,Arts and Entertainment,Music,music,/content/embeddings/music/YKuPwUyR57o.pt,ok,
Tt9biB4I3i8,https://www.youtube.com/watch?v=Tt9biB4I3i8,Arts and Entertainment,Books,books,/content/embeddings/books/Tt9biB4I3i8.pt,ok,
jfRw0BZfXAc,https://www.youtube.com/watch?v=jfRw0BZfXAc,Arts and Entertainment,Music,music,/content/embeddings/music/jfRw0BZfXAc.pt,ok,
mayj-WtdyqU,https://www.youtube.com/watch?v=mayj-WtdyqU,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/mayj-WtdyqU.pt,ok,
a07Xg5hghFw,https://www.youtube.com/watch?v=a07Xg5hghFw,Arts and Entertainment,Carnivals Circuses and Theme Parks,carnivals_circuses_and_theme_parks,/content/embeddings/carnivals_circuses_and_theme_parks/a07Xg5hghFw.pt,ok,
lyY4OUZfAsI,https://www.youtube.com/watch?v=lyY4OUZfAsI,Arts and Entertainment,Music,music,/content/embeddings/music/lyY4OUZfAsI.pt,ok,
xE5-wf8x3lQ,https://www.youtube.com/watch?v=xE5-wf8x3lQ,Arts and Entertainment,Music,music,/content/embeddings/music/xE5-wf8x3lQ.pt,ok,
vtrs8_3GjC4,https://www.youtube.com/watch?v=vtrs8_3GjC4,Arts and Entertainment,Music,music,/content/embeddings/music/vtrs8_3GjC4.pt,ok,
KnaHIj9kRkk,https://www.youtube.com/watch?v=KnaHIj9kRkk,Arts and Entertainment,Books,books,/content/embeddings/books/KnaHIj9kRkk.pt,ok,
3W2OasvWvEc,https://www.youtube.com/watch?v=3W2OasvWvEc,Arts and Entertainment,Music,music,/content/embeddings/music/3W2OasvWvEc.pt,ok,
7cfA6VZ8C28,https://www.youtube.com/watch?v=7cfA6VZ8C28,Arts and Entertainment,Books,books,/content/embeddings/books/7cfA6VZ8C28.pt,ok,
aLg2BS7xibE,https://www.youtube.com/watch?v=aLg2BS7xibE,Arts and Entertainment,Exhibited Arts,Exhibited Arts,/content/embeddings/exhibited_arts/aLg2BS7xibE.pt,failed,no frames extracted
AcUIa-eDQFM,https://www.youtube.com/watch?v=AcUIa-eDQFM,Arts and Entertainment,Music,music,/content/embeddings/music/AcUIa-eDQFM.pt,ok,
AOx8FX_X5PU,https://www.youtube.com/watch?v=AOx8FX_X5PU,Arts and Entertainment,Music,music,/content/embeddings/music/AOx8FX_X5PU.pt,ok,
dOQsDlcjJVQ,https://www.youtube.com/watch?v=dOQsDlcjJVQ,Arts and Entertainment,Performing Arts,performing_arts,/content/embeddings/performing_arts/dOQsDlcjJVQ.pt,ok,
ctAkq-_4N3I,https://www.youtube.com/watch?v=ctAkq-_4N3I,Arts and Entertainment,Music,music,/content/embeddings/music/ctAkq-_4N3I.pt,ok,
pfrbmPQgp4s,https://www.youtube.com/watch?v=pfrbmPQgp4s,Arts and Entertainment,Music,music,/content/embeddings/music/pfrbmPQgp4s.pt,ok,
DrEMv6QCUzI,https://www.youtube.com/watch?v=DrEMv6QCUzI,Arts and Entertainment,Music,music,/content/embeddings/music/DrEMv6QCUzI.pt,ok,
gVqjfKmwP6o,https://www.youtube.com/watch?v=gVqjfKmwP6o,Arts and Entertainment,Performing Arts,performing_arts,/content/embeddings/performing_arts/gVqjfKmwP6o.pt,ok,
AifIaePOaiw,https://www.youtube.com/watch?v=AifIaePOaiw,Arts and Entertainment,Music,music,/content/embeddings/music/AifIaePOaiw.pt,ok,
RGEADurGjZk,https://www.youtube.com/watch?v=RGEADurGjZk,Arts and Entertainment,Music,music,/content/embeddings/music/RGEADurGjZk.pt,ok,
tubTieBdBmY,https://www.youtube.com/watch?v=tubTieBdBmY,Arts and Entertainment,Music,music,/content/embeddings/music/tubTieBdBmY.pt,ok,
aiO7VHUjNRY,https://www.youtube.com/watch?v=aiO7VHUjNRY,Arts and Entertainment,Music,music,/content/embeddings/music/aiO7VHUjNRY.pt,ok,
wfCgQi8g8ao,https://www.youtube.com/watch?v=wfCgQi8g8ao,Arts and Entertainment,Music,music,/content/embeddings/music/wfCgQi8g8ao.pt,ok,
7B2FTbEaUlo,https://www.youtube.com/watch?v=7B2FTbEaUlo,Arts and Entertainment,Music,music,/content/embeddings/music/7B2FTbEaUlo.pt,ok,
xij0ADDDSTc,https://www.youtube.com/watch?v=xij0ADDDSTc,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/xij0ADDDSTc.pt,ok,
e5Ye2iY4X08,https://www.youtube.com/watch?v=e5Ye2iY4X08,Arts and Entertainment,Music,music,/content/embeddings/music/e5Ye2iY4X08.pt,ok,
EXxD8WfnXeE,https://www.youtube.com/watch?v=EXxD8WfnXeE,Arts and Entertainment,Music,music,/content/embeddings/music/EXxD8WfnXeE.pt,ok,
j-L0Dujv0b8,https://www.youtube.com/watch?v=j-L0Dujv0b8,Arts and Entertainment,Music,music,/content/embeddings/music/j-L0Dujv0b8.pt,ok,
DUHrm-mN36w,https://www.youtube.com/watch?v=DUHrm-mN36w,Arts and Entertainment,Music,music,/content/embeddings/music/DUHrm-mN36w.pt,ok,
QUFkGJ14T_k,https://www.youtube.com/watch?v=QUFkGJ14T_k,Arts and Entertainment,Music,music,/content/embeddings/music/QUFkGJ14T_k.pt,ok,
AsX45U9GM14,https://www.youtube.com/watch?v=AsX45U9GM14,Arts and Entertainment,Music,music,/content/embeddings/music/AsX45U9GM14.pt,ok,
hOkZH0t4HCs,https://www.youtube.com/watch?v=hOkZH0t4HCs,Arts and Entertainment,Carnivals Circuses and Theme Parks,carnivals_circuses_and_theme_parks,/content/embeddings/carnivals_circuses_and_theme_parks/hOkZH0t4HCs.pt,ok,
N0NoXPmC3qA,https://www.youtube.com/watch?v=N0NoXPmC3qA,Arts and Entertainment,Books,books,/content/embeddings/books/N0NoXPmC3qA.pt,ok,
Dl_oSIC13G8,https://www.youtube.com/watch?v=Dl_oSIC13G8,Arts and Entertainment,Music,music,/content/embeddings/music/Dl_oSIC13G8.pt,ok,
dZPAj9ofbbQ,https://www.youtube.com/watch?v=dZPAj9ofbbQ,Arts and Entertainment,Music,music,/content/embeddings/music/dZPAj9ofbbQ.pt,ok,
SPvyh9Zp4Qw,https://www.youtube.com/watch?v=SPvyh9Zp4Qw,Arts and Entertainment,Books,books,/content/embeddings/books/SPvyh9Zp4Qw.pt,ok,
8_0NnPgvi4E,https://www.youtube.com/watch?v=8_0NnPgvi4E,Arts and Entertainment,Music,music,/content/embeddings/music/8_0NnPgvi4E.pt,ok,
zPslzH6Y11Y,https://www.youtube.com/watch?v=zPslzH6Y11Y,Arts and Entertainment,Movies,movies,/content/embeddings/movies/zPslzH6Y11Y.pt,ok,
1Rr4d3uvc0M,https://www.youtube.com/watch?v=1Rr4d3uvc0M,Arts and Entertainment,Music,music,/content/embeddings/music/1Rr4d3uvc0M.pt,ok,
SW79qeBPuH4,https://www.youtube.com/watch?v=SW79qeBPuH4,Arts and Entertainment,Books,books,/content/embeddings/books/SW79qeBPuH4.pt,ok,
mjX2V3bqoX4,https://www.youtube.com/watch?v=mjX2V3bqoX4,Arts and Entertainment,Music,music,/content/embeddings/music/mjX2V3bqoX4.pt,ok,
3anZYnSwI6Q,https://www.youtube.com/watch?v=3anZYnSwI6Q,Arts and Entertainment,Music,music,/content/embeddings/music/3anZYnSwI6Q.pt,ok,
L-VRn4sMX40,https://www.youtube.com/watch?v=L-VRn4sMX40,Arts and Entertainment,Movies,movies,/content/embeddings/movies/L-VRn4sMX40.pt,ok,
AoXjvsf6bzw,https://www.youtube.com/watch?v=AoXjvsf6bzw,Arts and Entertainment,Music,music,/content/embeddings/music/AoXjvsf6bzw.pt,ok,
pd1dJqMGwtc,https://www.youtube.com/watch?v=pd1dJqMGwtc,Arts and Entertainment,Music,music,/content/embeddings/music/pd1dJqMGwtc.pt,ok,
DRGyuH2lk9c,https://www.youtube.com/watch?v=DRGyuH2lk9c,Arts and Entertainment,Music,music,/content/embeddings/music/DRGyuH2lk9c.pt,ok,
5fw2hWRVpDE,https://www.youtube.com/watch?v=5fw2hWRVpDE,Arts and Entertainment,Music,music,/content/embeddings/music/5fw2hWRVpDE.pt,ok,
LjV7XLOBDm4,https://www.youtube.com/watch?v=LjV7XLOBDm4,Arts and Entertainment,Music,music,/content/embeddings/music/LjV7XLOBDm4.pt,ok,
nkXS-O4U1gk,https://www.youtube.com/watch?v=nkXS-O4U1gk,Arts and Entertainment,Music,music,/content/embeddings/music/nkXS-O4U1gk.pt,ok,
R2sNd1Y29UQ,https://www.youtube.com/watch?v=R2sNd1Y29UQ,Arts and Entertainment,Music,music,/content/embeddings/music/R2sNd1Y29UQ.pt,ok,
AaVx2lFohWw,https://www.youtube.com/watch?v=AaVx2lFohWw,Arts and Entertainment,Music,music,/content/embeddings/music/AaVx2lFohWw.pt,ok,
onexdpCzKOc,https://www.youtube.com/watch?v=onexdpCzKOc,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/onexdpCzKOc.pt,ok,
UNQlyAVWfQs,https://www.youtube.com/watch?v=UNQlyAVWfQs,Arts and Entertainment,Music,music,/content/embeddings/music/UNQlyAVWfQs.pt,ok,
0BLn7mp6lwc,https://www.youtube.com/watch?v=0BLn7mp6lwc,Arts and Entertainment,Music,music,/content/embeddings/music/0BLn7mp6lwc.pt,ok,
jRGVohv9hok,https://www.youtube.com/watch?v=jRGVohv9hok,Arts and Entertainment,Music,music,/content/embeddings/music/jRGVohv9hok.pt,ok,
1AsC-Qaym0I,https://www.youtube.com/watch?v=1AsC-Qaym0I,Arts and Entertainment,Music,music,/content/embeddings/music/1AsC-Qaym0I.pt,ok,
uoQslFkpgrM,https://www.youtube.com/watch?v=uoQslFkpgrM,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/uoQslFkpgrM.pt,ok,
aq48NXxg8UQ,https://www.youtube.com/watch?v=aq48NXxg8UQ,Arts and Entertainment,Music,music,/content/embeddings/music/aq48NXxg8UQ.pt,ok,
4Zumb2_hdT8,https://www.youtube.com/watch?v=4Zumb2_hdT8,Arts and Entertainment,Music,music,/content/embeddings/music/4Zumb2_hdT8.pt,ok,
1LBMkn6tSrc,https://www.youtube.com/watch?v=1LBMkn6tSrc,Arts and Entertainment,Music,music,/content/embeddings/music/1LBMkn6tSrc.pt,ok,
ndlP9gnGwyw,https://www.youtube.com/watch?v=ndlP9gnGwyw,Arts and Entertainment,Exhibited Arts,exhibited_arts,/content/embeddings/exhibited_arts/ndlP9gnGwyw.pt,ok,
TVO1nZr-e50,https://www.youtube.com/watch?v=TVO1nZr-e50,Arts and Entertainment,Music,music,/content/embeddings/music/TVO1nZr-e50.pt,ok,
2LQxxgFM6uI,https://www.youtube.com/watch?v=2LQxxgFM6uI,Arts and Entertainment,Books,books,/content/embeddings/books/2LQxxgFM6uI.pt,ok,
wf73vgBrfao,https://www.youtube.com/watch?v=wf73vgBrfao,Arts and Entertainment,Music,music,/content/embeddings/music/wf73vgBrfao.pt,ok,
pI6gEBsu9nk,https://www.youtube.com/watch?v=pI6gEBsu9nk,Arts and Entertainment,Music,music,/content/embeddings/music/pI6gEBsu9nk.pt,ok,
DScvgRQnbo8,https://www.youtube.com/watch?v=DScvgRQnbo8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/DScvgRQnbo8.pt,ok,
Q8jc1PGgI0Q,https://www.youtube.com/watch?v=Q8jc1PGgI0Q,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Q8jc1PGgI0Q.pt,ok,
ytoQLJ32ahw,https://www.youtube.com/watch?v=ytoQLJ32ahw,Arts and Entertainment,Exhibited Arts,exhibited_arts,/content/embeddings/exhibited_arts/ytoQLJ32ahw.pt,ok,
cV3i6tCyK18,https://www.youtube.com/watch?v=cV3i6tCyK18,Arts and Entertainment,Music,music,/content/embeddings/music/cV3i6tCyK18.pt,ok,
HUzYED9mEF4,https://www.youtube.com/watch?v=HUzYED9mEF4,Arts and Entertainment,Music,music,/content/embeddings/music/HUzYED9mEF4.pt,ok,
BdlYw_hxCgE,https://www.youtube.com/watch?v=BdlYw_hxCgE,Arts and Entertainment,Music,music,/content/embeddings/music/BdlYw_hxCgE.pt,ok,
_vxCkRxCXO0,https://www.youtube.com/watch?v=_vxCkRxCXO0,Arts and Entertainment,Music,music,/content/embeddings/music/_vxCkRxCXO0.pt,ok,
beOrFEiKNhQ,https://www.youtube.com/watch?v=beOrFEiKNhQ,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/beOrFEiKNhQ.pt,ok,
pZFh3UwCAHM,https://www.youtube.com/watch?v=pZFh3UwCAHM,Arts and Entertainment,Music,music,/content/embeddings/music/pZFh3UwCAHM.pt,ok,
ulXQh9i4jtE,https://www.youtube.com/watch?v=ulXQh9i4jtE,Arts and Entertainment,Music,music,/content/embeddings/music/ulXQh9i4jtE.pt,ok,
K2qNEKOkoFs,https://www.youtube.com/watch?v=K2qNEKOkoFs,Arts and Entertainment,Music,music,/content/embeddings/music/K2qNEKOkoFs.pt,ok,
yjB4UUH024Q,https://www.youtube.com/watch?v=yjB4UUH024Q,Arts and Entertainment,Music,music,/content/embeddings/music/yjB4UUH024Q.pt,ok,
rO_ceXyIvw8,https://www.youtube.com/watch?v=rO_ceXyIvw8,Arts and Entertainment,Music,music,/content/embeddings/music/rO_ceXyIvw8.pt,ok,
i3D_B0Qac9Y,https://www.youtube.com/watch?v=i3D_B0Qac9Y,Arts and Entertainment,Music,music,/content/embeddings/music/i3D_B0Qac9Y.pt,ok,
JOekJnMGoSI,https://www.youtube.com/watch?v=JOekJnMGoSI,Arts and Entertainment,Music,music,/content/embeddings/music/JOekJnMGoSI.pt,ok,
xcUAQ4cfYIU,https://www.youtube.com/watch?v=xcUAQ4cfYIU,Arts and Entertainment,Music,music,/content/embeddings/music/xcUAQ4cfYIU.pt,ok,
Dc4T_REdwyE,https://www.youtube.com/watch?v=Dc4T_REdwyE,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Dc4T_REdwyE.pt,ok,
163fi-SQC_8,https://www.youtube.com/watch?v=163fi-SQC_8,Arts and Entertainment,Exhibited Arts,exhibited_arts,/content/embeddings/exhibited_arts/163fi-SQC_8.pt,ok,
zgGgzeHEmS0,https://www.youtube.com/watch?v=zgGgzeHEmS0,Arts and Entertainment,Music,music,/content/embeddings/music/zgGgzeHEmS0.pt,ok,
tqIp9wf8yxE,https://www.youtube.com/watch?v=tqIp9wf8yxE,Arts and Entertainment,Music,music,/content/embeddings/music/tqIp9wf8yxE.pt,ok,
UFUNIhYYs68,https://www.youtube.com/watch?v=UFUNIhYYs68,Arts and Entertainment,Performing Arts,performing_arts,/content/embeddings/performing_arts/UFUNIhYYs68.pt,ok,
oGAiw_7iXrI,https://www.youtube.com/watch?v=oGAiw_7iXrI,Arts and Entertainment,Music,music,/content/embeddings/music/oGAiw_7iXrI.pt,ok,
vQ289kp75Tc,https://www.youtube.com/watch?v=vQ289kp75Tc,Arts and Entertainment,Music,music,/content/embeddings/music/vQ289kp75Tc.pt,ok,
mnAMR_7LKcg,https://www.youtube.com/watch?v=mnAMR_7LKcg,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/mnAMR_7LKcg.pt,ok,
2Fpc9s1m8LI,https://www.youtube.com/watch?v=2Fpc9s1m8LI,Arts and Entertainment,Music,music,/content/embeddings/music/2Fpc9s1m8LI.pt,ok,
yWm9tHQ5YEw,https://www.youtube.com/watch?v=yWm9tHQ5YEw,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/yWm9tHQ5YEw.pt,ok,
t457Fia21Z4,https://www.youtube.com/watch?v=t457Fia21Z4,Arts and Entertainment,Music,music,/content/embeddings/music/t457Fia21Z4.pt,ok,
MUEGZo6k30A,https://www.youtube.com/watch?v=MUEGZo6k30A,Arts and Entertainment,Music,music,/content/embeddings/music/MUEGZo6k30A.pt,ok,
Wf0iEB5KkX4,https://www.youtube.com/watch?v=Wf0iEB5KkX4,Arts and Entertainment,Music,music,/content/embeddings/music/Wf0iEB5KkX4.pt,ok,
Ny9mp7_qMYs,https://www.youtube.com/watch?v=Ny9mp7_qMYs,Arts and Entertainment,Music,music,/content/embeddings/music/Ny9mp7_qMYs.pt,ok,
cZa_CjJixdQ,https://www.youtube.com/watch?v=cZa_CjJixdQ,Arts and Entertainment,Music,music,/content/embeddings/music/cZa_CjJixdQ.pt,ok,
-X-fIfLFtvM,https://www.youtube.com/watch?v=-X-fIfLFtvM,Arts and Entertainment,Music,music,/content/embeddings/music/-X-fIfLFtvM.pt,ok,
cM1fmOFSzOg,https://www.youtube.com/watch?v=cM1fmOFSzOg,Arts and Entertainment,Movies,movies,/content/embeddings/movies/cM1fmOFSzOg.pt,ok,
yXd0Qpi6GIQ,https://www.youtube.com/watch?v=yXd0Qpi6GIQ,Arts and Entertainment,Music,music,/content/embeddings/music/yXd0Qpi6GIQ.pt,ok,
5V6FJZkvqQU,https://www.youtube.com/watch?v=5V6FJZkvqQU,Arts and Entertainment,Books,books,/content/embeddings/books/5V6FJZkvqQU.pt,ok,
bfK8lQZaq_8,https://www.youtube.com/watch?v=bfK8lQZaq_8,Arts and Entertainment,Music,music,/content/embeddings/music/bfK8lQZaq_8.pt,ok,
U3aFvN5-kaI,https://www.youtube.com/watch?v=U3aFvN5-kaI,Arts and Entertainment,Books,books,/content/embeddings/books/U3aFvN5-kaI.pt,ok,
r_Ns8l2EnW0,https://www.youtube.com/watch?v=r_Ns8l2EnW0,Arts and Entertainment,Music,music,/content/embeddings/music/r_Ns8l2EnW0.pt,ok,
sscoxjsJvFw,https://www.youtube.com/watch?v=sscoxjsJvFw,Arts and Entertainment,Music,music,/content/embeddings/music/sscoxjsJvFw.pt,ok,
aIh3z_5yA6M,https://www.youtube.com/watch?v=aIh3z_5yA6M,Arts and Entertainment,Music,music,/content/embeddings/music/aIh3z_5yA6M.pt,ok,
KyIuSOhxmyg,https://www.youtube.com/watch?v=KyIuSOhxmyg,Arts and Entertainment,Music,music,/content/embeddings/music/KyIuSOhxmyg.pt,ok,
BL90KO1VYb8,https://www.youtube.com/watch?v=BL90KO1VYb8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/BL90KO1VYb8.pt,ok,
drRF_EZPeMk,https://www.youtube.com/watch?v=drRF_EZPeMk,Arts and Entertainment,Music,music,/content/embeddings/music/drRF_EZPeMk.pt,ok,
Cq8LNdq4QD8,https://www.youtube.com/watch?v=Cq8LNdq4QD8,Arts and Entertainment,Music,music,/content/embeddings/music/Cq8LNdq4QD8.pt,ok,
A1Q2zQ-tIJc,https://www.youtube.com/watch?v=A1Q2zQ-tIJc,Arts and Entertainment,Music,music,/content/embeddings/music/A1Q2zQ-tIJc.pt,ok,
G3a-goH1QF4,https://www.youtube.com/watch?v=G3a-goH1QF4,Arts and Entertainment,Music,music,/content/embeddings/music/G3a-goH1QF4.pt,ok,
gA2Gi6m-BfQ,https://www.youtube.com/watch?v=gA2Gi6m-BfQ,Arts and Entertainment,Music,music,/content/embeddings/music/gA2Gi6m-BfQ.pt,ok,
M0N90AO045w,https://www.youtube.com/watch?v=M0N90AO045w,Arts and Entertainment,Books,books,/content/embeddings/books/M0N90AO045w.pt,ok,
EdOv1I-hz7g,https://www.youtube.com/watch?v=EdOv1I-hz7g,Arts and Entertainment,Music,music,/content/embeddings/music/EdOv1I-hz7g.pt,ok,
I3ia-NaR-7w,https://www.youtube.com/watch?v=I3ia-NaR-7w,Arts and Entertainment,Movies,movies,/content/embeddings/movies/I3ia-NaR-7w.pt,ok,
HTVbEAweIFg,https://www.youtube.com/watch?v=HTVbEAweIFg,Arts and Entertainment,Music,music,/content/embeddings/music/HTVbEAweIFg.pt,ok,
9_Jw9T-dons,https://www.youtube.com/watch?v=9_Jw9T-dons,Arts and Entertainment,Music,music,/content/embeddings/music/9_Jw9T-dons.pt,ok,
u_-uluZ3sRA,https://www.youtube.com/watch?v=u_-uluZ3sRA,Arts and Entertainment,Music,music,/content/embeddings/music/u_-uluZ3sRA.pt,ok,
S_xR2VMz9TQ,https://www.youtube.com/watch?v=S_xR2VMz9TQ,Arts and Entertainment,Music,music,/content/embeddings/music/S_xR2VMz9TQ.pt,ok,
bq9MG8q0EIU,https://www.youtube.com/watch?v=bq9MG8q0EIU,Arts and Entertainment,Music,music,/content/embeddings/music/bq9MG8q0EIU.pt,ok,
7I4hK4GCRxs,https://www.youtube.com/watch?v=7I4hK4GCRxs,Arts and Entertainment,Music,music,/content/embeddings/music/7I4hK4GCRxs.pt,ok,
nUUVSxZ4ohI,https://www.youtube.com/watch?v=nUUVSxZ4ohI,Arts and Entertainment,Music,music,/content/embeddings/music/nUUVSxZ4ohI.pt,ok,
lVNOuathoj8,https://www.youtube.com/watch?v=lVNOuathoj8,Arts and Entertainment,Music,music,/content/embeddings/music/lVNOuathoj8.pt,ok,
XI99FOGcuIs,https://www.youtube.com/watch?v=XI99FOGcuIs,Arts and Entertainment,Music,music,/content/embeddings/music/XI99FOGcuIs.pt,ok,
3Peer7NUnu4,https://www.youtube.com/watch?v=3Peer7NUnu4,Arts and Entertainment,Music,music,/content/embeddings/music/3Peer7NUnu4.pt,ok,
PwCsbYCFt0g,https://www.youtube.com/watch?v=PwCsbYCFt0g,Arts and Entertainment,Music,music,/content/embeddings/music/PwCsbYCFt0g.pt,ok,
ECqK2yBS-rY,https://www.youtube.com/watch?v=ECqK2yBS-rY,Arts and Entertainment,Music,music,/content/embeddings/music/ECqK2yBS-rY.pt,ok,
U9D6Z6QJyCo,https://www.youtube.com/watch?v=U9D6Z6QJyCo,Arts and Entertainment,Music,music,/content/embeddings/music/U9D6Z6QJyCo.pt,ok,
1J8l_5NNlzQ,https://www.youtube.com/watch?v=1J8l_5NNlzQ,Arts and Entertainment,Music,music,/content/embeddings/music/1J8l_5NNlzQ.pt,ok,
u54LURD5YQ4,https://www.youtube.com/watch?v=u54LURD5YQ4,Arts and Entertainment,Music,music,/content/embeddings/music/u54LURD5YQ4.pt,ok,
dHWXvSehPy4,https://www.youtube.com/watch?v=dHWXvSehPy4,Arts and Entertainment,Music,music,/content/embeddings/music/dHWXvSehPy4.pt,ok,
xfcgzYjXwtg,https://www.youtube.com/watch?v=xfcgzYjXwtg,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/xfcgzYjXwtg.pt,ok,
d8-xqWJsW2w,https://www.youtube.com/watch?v=d8-xqWJsW2w,Arts and Entertainment,Music,music,/content/embeddings/music/d8-xqWJsW2w.pt,ok,
ms9LFnXzz7A,https://www.youtube.com/watch?v=ms9LFnXzz7A,Arts and Entertainment,Music,music,/content/embeddings/music/ms9LFnXzz7A.pt,ok,
O_zgKCKnMnI,https://www.youtube.com/watch?v=O_zgKCKnMnI,Arts and Entertainment,Music,music,/content/embeddings/music/O_zgKCKnMnI.pt,ok,
PnfRaKSoyG0,https://www.youtube.com/watch?v=PnfRaKSoyG0,Arts and Entertainment,Music,music,/content/embeddings/music/PnfRaKSoyG0.pt,ok,
CWHTCRgPbV4,https://www.youtube.com/watch?v=CWHTCRgPbV4,Arts and Entertainment,Music,music,/content/embeddings/music/CWHTCRgPbV4.pt,ok,
d_UndH3i9qc,https://www.youtube.com/watch?v=d_UndH3i9qc,Arts and Entertainment,Carnivals Circuses and Theme Parks,carnivals_circuses_and_theme_parks,/content/embeddings/carnivals_circuses_and_theme_parks/d_UndH3i9qc.pt,ok,
peKJ8XI3Xtk,https://www.youtube.com/watch?v=peKJ8XI3Xtk,Arts and Entertainment,Movies,movies,/content/embeddings/movies/peKJ8XI3Xtk.pt,ok,
fpuI_Rb55BE,https://www.youtube.com/watch?v=fpuI_Rb55BE,Arts and Entertainment,Music,music,/content/embeddings/music/fpuI_Rb55BE.pt,ok,
77_RcyvFhB4,https://www.youtube.com/watch?v=77_RcyvFhB4,Arts and Entertainment,Movies,movies,/content/embeddings/movies/77_RcyvFhB4.pt,ok,
SsrWqVzTcao,https://www.youtube.com/watch?v=SsrWqVzTcao,Arts and Entertainment,Music,music,/content/embeddings/music/SsrWqVzTcao.pt,ok,
5cs2iLzIL_g,https://www.youtube.com/watch?v=5cs2iLzIL_g,Arts and Entertainment,Music,music,/content/embeddings/music/5cs2iLzIL_g.pt,ok,
Nm-8tD6Fmjk,https://www.youtube.com/watch?v=Nm-8tD6Fmjk,Arts and Entertainment,Music,music,/content/embeddings/music/Nm-8tD6Fmjk.pt,ok,
wJe6EFQPUB8,https://www.youtube.com/watch?v=wJe6EFQPUB8,Arts and Entertainment,Music,music,/content/embeddings/music/wJe6EFQPUB8.pt,ok,
NtMGzTqJd-w,https://www.youtube.com/watch?v=NtMGzTqJd-w,Arts and Entertainment,Music,music,/content/embeddings/music/NtMGzTqJd-w.pt,ok,
r67bJNHYSJc,https://www.youtube.com/watch?v=r67bJNHYSJc,Arts and Entertainment,Music,music,/content/embeddings/music/r67bJNHYSJc.pt,ok,
HzbYTUsqb1w,https://www.youtube.com/watch?v=HzbYTUsqb1w,Arts and Entertainment,Music,music,/content/embeddings/music/HzbYTUsqb1w.pt,ok,
I37U52gMFGA,https://www.youtube.com/watch?v=I37U52gMFGA,Arts and Entertainment,Music,music,/content/embeddings/music/I37U52gMFGA.pt,ok,
lzrPHqzuAFI,https://www.youtube.com/watch?v=lzrPHqzuAFI,Arts and Entertainment,Music,music,/content/embeddings/music/lzrPHqzuAFI.pt,ok,
Ohutzt0SqvU,https://www.youtube.com/watch?v=Ohutzt0SqvU,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Ohutzt0SqvU.pt,ok,
IU9gq0CmLMI,https://www.youtube.com/watch?v=IU9gq0CmLMI,Arts and Entertainment,Books,books,/content/embeddings/books/IU9gq0CmLMI.pt,ok,
JXIeYlThLMo,https://www.youtube.com/watch?v=JXIeYlThLMo,Arts and Entertainment,Music,music,/content/embeddings/music/JXIeYlThLMo.pt,ok,
VeOjtkMvBLw,https://www.youtube.com/watch?v=VeOjtkMvBLw,Arts and Entertainment,Music,music,/content/embeddings/music/VeOjtkMvBLw.pt,ok,
pBk9Bqq9Cag,https://www.youtube.com/watch?v=pBk9Bqq9Cag,Arts and Entertainment,Books,books,/content/embeddings/books/pBk9Bqq9Cag.pt,ok,
MgNwdWuZsmg,https://www.youtube.com/watch?v=MgNwdWuZsmg,Arts and Entertainment,Books,books,/content/embeddings/books/MgNwdWuZsmg.pt,ok,
